"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","arldcn24",,,,"User:","apferrei"
"Cmdline:","dstat --output /tmp/dstat-run-2000000-bml.csv -cndy --net-packets",,,,"Date:","02 Jul 2014 11:17:45 CDT"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"system",,"pkt/total",
4.723,1.511,93.105,0.0,0.0,0.661,1847366.0,4605096.0,0.0,0.0,88949.0,37376.0,21519.0,21439.0
25.896,7.266,63.540,0.032,0.0,3.265,9109574.0,23097139.0,0.0,28672.0,444686.0,181518.0,105934.0,105925.0
26.563,7.236,63.059,0.0,0.0,3.142,9106870.0,23095048.0,0.0,16384.0,443583.0,181165.0,105913.0,105911.0
25.934,8.328,62.825,0.0,0.0,2.913,9126978.0,23143216.0,0.0,16384.0,444803.0,181153.0,106111.0,106111.0
27.241,7.292,62.626,0.0,0.0,2.841,9134000.0,23156353.0,0.0,24576.0,445270.0,181267.0,106230.0,106220.0
25.820,7.959,63.133,0.0,0.0,3.088,9124076.0,23136416.0,0.0,16384.0,445160.0,181286.0,106076.0,106073.0
25.703,7.896,63.363,0.0,0.0,3.037,9130220.0,23147804.0,0.0,16384.0,445770.0,181342.0,106120.0,106123.0
26.258,8.130,62.765,0.0,0.0,2.847,9125548.0,23140178.0,0.0,28672.0,445351.0,181197.0,106121.0,106122.0
26.202,7.418,63.196,0.032,0.0,3.152,9125276.0,23133995.0,0.0,16384.0,445560.0,181315.0,106087.0,106071.0
26.141,7.763,63.023,0.0,0.032,3.042,9127404.0,23141357.0,0.0,28672.0,448544.0,182209.0,106191.0,106192.0
26.302,7.452,63.120,0.0,0.0,3.126,9118782.0,23120936.0,0.0,139264.0,453627.0,184105.0,106001.0,106001.0
25.884,8.018,63.226,0.0,0.0,2.872,9107656.0,23090437.0,0.0,16384.0,452691.0,183516.0,105866.0,105858.0
26.354,7.620,62.972,0.0,0.0,3.054,9112206.0,23108592.0,0.0,36864.0,453375.0,183862.0,106015.0,106018.0
26.219,8.233,62.476,0.0,0.0,3.072,9252638.0,23461138.0,0.0,16384.0,461113.0,184259.0,107584.0,107580.0
27.748,7.982,60.976,0.0,0.0,3.294,9534930.0,24174446.0,0.0,32768.0,475726.0,184865.0,110856.0,110850.0
27.499,8.042,60.896,0.032,0.0,3.532,9512644.0,24124742.0,0.0,20480.0,474457.0,184668.0,110614.0,110615.0
27.273,7.947,61.221,0.0,0.0,3.560,9526812.0,24144519.0,0.0,16384.0,477468.0,185487.0,110759.0,110747.0
27.667,7.882,61.095,0.0,0.0,3.355,9499150.0,24087999.0,0.0,16384.0,478816.0,184858.0,110474.0,110475.0
28.146,7.607,61.236,0.0,0.0,3.011,9505124.0,24102775.0,0.0,28672.0,473871.0,184411.0,110506.0,110506.0
28.044,8.360,60.599,0.0,0.0,2.997,9549458.0,24212946.0,0.0,24576.0,475071.0,183707.0,111052.0,111050.0
27.986,8.227,60.610,0.032,0.0,3.145,9584560.0,24300990.0,0.0,90112.0,473219.0,182277.0,111489.0,111479.0
27.403,8.336,61.003,0.0,0.0,3.258,9590234.0,24315114.0,0.0,16384.0,473191.0,182239.0,111505.0,111497.0
28.517,7.826,60.456,0.0,0.0,3.200,9601022.0,24343829.0,0.0,16384.0,473799.0,182448.0,111614.0,111614.0
27.077,8.339,61.256,0.0,0.0,3.329,9461620.0,23991737.0,0.0,16384.0,467149.0,182554.0,110029.0,110032.0
26.070,7.739,62.829,0.0,0.0,3.362,9182018.0,23278507.0,0.0,40960.0,453061.0,182826.0,106750.0,106739.0
26.166,8.024,62.829,0.0,0.0,2.981,9186414.0,23295832.0,0.0,16384.0,453787.0,183080.0,106825.0,106825.0
25.966,7.793,63.302,0.0,0.0,2.938,9174436.0,23260644.0,0.0,16384.0,453539.0,182568.0,106703.0,106702.0
25.941,7.562,63.242,0.0,0.0,3.255,9181824.0,23282848.0,0.0,16384.0,453056.0,183014.0,106762.0,106758.0
26.374,7.817,62.885,0.0,0.0,2.923,9201096.0,23329387.0,0.0,16384.0,453794.0,182978.0,106975.0,106975.0
25.416,7.960,63.299,0.0,0.0,3.325,9182390.0,23282822.0,0.0,36864.0,450949.0,182198.0,106771.0,106769.0
27.333,7.598,62.295,0.032,0.0,2.743,9179172.0,23273837.0,0.0,81920.0,448734.0,181144.0,106726.0,106726.0
26.813,7.411,62.913,0.0,0.032,2.831,9171760.0,23256534.0,0.0,16384.0,448315.0,181407.0,106644.0,106643.0
25.965,7.815,63.094,0.0,0.0,3.126,9181214.0,23276789.0,0.0,16384.0,448864.0,181417.0,106729.0,106728.0
26.715,8.464,61.674,0.0,0.0,3.147,9267632.0,23498099.0,0.0,16384.0,453660.0,180949.0,107818.0,107812.0
27.804,7.962,60.885,0.0,0.0,3.349,9474332.0,24020999.0,0.0,20480.0,462995.0,180703.0,110133.0,110130.0
27.610,7.902,61.377,0.0,0.0,3.110,9423344.0,23898144.0,0.0,28672.0,460677.0,180851.0,109623.0,109626.0
27.670,7.427,61.556,0.0,0.0,3.347,9432374.0,23915129.0,0.0,16384.0,461906.0,180956.0,109646.0,109650.0
27.046,8.215,61.201,0.0,0.0,3.539,9418758.0,23880283.0,0.0,16384.0,460369.0,180929.0,109538.0,109528.0
26.972,8.524,61.546,0.0,0.0,2.958,9416410.0,23877047.0,0.0,16384.0,460683.0,181102.0,109492.0,109490.0
27.232,8.265,61.273,0.032,0.0,3.198,9411520.0,23861400.0,0.0,20480.0,461292.0,181288.0,109428.0,109420.0
26.991,8.154,61.315,0.0,0.0,3.540,9393614.0,23816789.0,0.0,90112.0,461749.0,181263.0,109223.0,109225.0
27.534,7.925,61.194,0.0,0.0,3.347,9403876.0,23844816.0,0.0,28672.0,461539.0,181040.0,109340.0,109336.0
27.350,8.104,61.412,0.0,0.0,3.134,9396842.0,23826984.0,0.0,16384.0,461311.0,181133.0,109274.0,109269.0
27.048,7.972,61.816,0.0,0.0,3.164,9314650.0,23619098.0,0.0,16384.0,457365.0,181050.0,108319.0,108319.0
26.366,7.592,62.929,0.032,0.0,3.081,9153878.0,23210525.0,0.0,24576.0,449333.0,181377.0,106427.0,106427.0
26.395,7.947,62.409,0.0,0.032,3.217,9163976.0,23237145.0,0.0,20480.0,450884.0,181047.0,106557.0,106551.0
26.413,7.746,62.825,0.0,0.0,3.016,9162370.0,23232180.0,0.0,16384.0,450354.0,181311.0,106529.0,106532.0
25.747,8.042,62.969,0.0,0.0,3.242,9161592.0,23230694.0,0.0,28672.0,449397.0,181193.0,106532.0,106534.0
26.603,7.615,62.622,0.0,0.0,3.160,9157502.0,23218143.0,0.0,16384.0,448969.0,181129.0,106493.0,106472.0
26.567,7.758,62.635,0.0,0.0,3.040,9181514.0,23279882.0,0.0,28672.0,451237.0,182176.0,106781.0,106790.0
26.178,8.153,63.057,0.0,0.0,2.611,9188958.0,23297863.0,0.0,90112.0,452024.0,182776.0,106850.0,106844.0
26.541,8.396,62.233,0.0,0.0,2.830,9196742.0,23319709.0,0.0,16384.0,452237.0,183158.0,106946.0,106944.0
26.182,8.093,62.869,0.0,0.0,2.856,9193716.0,23312399.0,0.0,36864.0,451556.0,182955.0,106887.0,106882.0
26.658,7.589,62.372,0.032,0.0,3.348,9322820.0,23638573.0,0.0,16384.0,459311.0,182778.0,108401.0,108398.0
28.205,7.882,60.652,0.0,0.0,3.261,9549544.0,24210345.0,0.0,16384.0,470373.0,182437.0,111006.0,111007.0
27.299,8.624,60.907,0.0,0.0,3.171,9526516.0,24154705.0,0.0,32768.0,468911.0,182644.0,110795.0,110790.0
27.808,8.510,60.582,0.0,0.0,3.100,9555736.0,24227234.0,0.0,16384.0,471681.0,182517.0,111113.0,111109.0
28.322,7.580,60.958,0.0,0.0,3.140,9526694.0,24157574.0,0.0,16384.0,472470.0,182409.0,110756.0,110752.0
27.267,8.431,60.865,0.0,0.0,3.436,9574512.0,24273956.0,0.0,28672.0,474941.0,182359.0,111347.0,111349.0
28.058,8.512,60.372,0.0,0.0,3.058,9560292.0,24238031.0,0.0,16384.0,474085.0,182446.0,111184.0,111175.0
22.155,6.700,68.521,0.032,0.0,2.592,7687854.0,19447024.0,0.0,102400.0,381474.0,146233.0,89295.0,89029.0
0.0,0.0,100.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,93.0,113.0,1.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,92.0,79.0,5.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0,796.0,0.0,0.0,12288.0,78.0,94.0,4.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0,1334.0,0.0,0.0,0.0,93.0,140.0,4.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0,1829.0,2860.0,0.0,8192.0,157.0,171.0,23.0,15.0
0.0,0.031,99.969,0.0,0.0,0.0,8552.0,7182.0,0.0,0.0,474.0,482.0,102.0,76.0
0.0,0.0,100.0,0.0,0.0,0.0,8132.0,7182.0,0.0,0.0,489.0,478.0,95.0,76.0
12.598,4.252,81.575,0.0,0.0,1.575,4446616.0,11149543.0,0.0,0.0,242517.0,84116.0,51737.0,51575.0
34.770,9.731,50.998,0.0,0.0,4.501,11351762.0,28785541.0,0.0,28672.0,608942.0,201044.0,131948.0,131948.0
32.344,9.760,53.569,0.0,0.0,4.327,10754904.0,27268934.0,0.0,16384.0,539936.0,177969.0,125069.0,125056.0
33.101,9.258,53.361,0.0,0.0,4.280,10808880.0,27409535.0,0.0,24576.0,547876.0,180925.0,125696.0,125695.0
33.555,9.108,52.878,0.0,0.032,4.428,10860494.0,27535820.0,0.0,16384.0,553578.0,182912.0,126308.0,126309.0
34.278,10.089,51.305,0.0,0.0,4.328,11348764.0,28770029.0,0.0,16384.0,595460.0,192474.0,131966.0,131960.0
38.160,10.144,47.142,0.0,0.0,4.554,12081068.0,30634298.0,0.0,16384.0,659808.0,206408.0,140499.0,140490.0
35.597,9.843,49.874,0.0,0.0,4.686,11531390.0,29239867.0,0.0,28672.0,599885.0,188906.0,134055.0,134056.0
37.313,11.527,46.586,0.0,0.0,4.573,12317916.0,31234783.0,0.0,24576.0,684278.0,214369.0,143240.0,143231.0
38.354,11.344,45.345,0.0,0.0,4.957,12569334.0,31867540.0,0.0,16384.0,713323.0,223346.0,146160.0,146162.0
38.684,10.419,46.050,0.031,0.0,4.816,12338618.0,31286998.0,0.0,90112.0,688234.0,215907.0,143459.0,143454.0
40.583,11.921,43.025,0.0,0.0,4.471,12985512.0,32920367.0,0.0,16384.0,770936.0,240520.0,151076.0,151079.0
38.663,11.668,45.065,0.0,0.0,4.604,12494978.0,31686499.0,0.0,20480.0,718953.0,225580.0,145296.0,145287.0
39.512,11.882,44.328,0.0,0.0,4.278,12660042.0,32096550.0,0.0,28672.0,741525.0,232488.0,147182.0,147185.0
39.651,11.873,43.968,0.0,0.0,4.508,12765954.0,32366876.0,0.0,24576.0,753836.0,236808.0,148462.0,148452.0
35.692,10.265,49.716,0.0,0.0,4.327,11634386.0,29503289.0,0.0,16384.0,627440.0,202986.0,135214.0,135213.0
34.915,10.879,50.063,0.0,0.0,4.143,11591394.0,29391343.0,0.0,16384.0,685321.0,218055.0,134794.0,134806.0
33.722,10.473,51.767,0.0,0.0,4.038,11177438.0,28344746.0,0.0,0.0,638725.0,201892.0,130003.0,129996.0
34.199,10.133,51.742,0.032,0.0,3.895,11332738.0,28728611.0,0.0,16384.0,610176.0,204754.0,131730.0,131721.0
34.578,10.440,50.902,0.0,0.0,4.081,11497526.0,29152385.0,0.0,24576.0,630085.0,212094.0,133701.0,133698.0
33.565,10.177,52.276,0.0,0.0,3.982,11190966.0,28372979.0,0.0,90112.0,593288.0,198845.0,130133.0,130129.0
34.323,9.410,52.226,0.0,0.0,4.042,11121508.0,28200580.0,0.0,16384.0,585916.0,195772.0,129309.0,129313.0
31.556,9.719,54.402,0.0,0.0,4.323,10567678.0,26799542.0,0.0,16384.0,519327.0,170418.0,122872.0,122868.0
32.661,9.228,53.953,0.0,0.0,4.157,10593626.0,26860416.0,0.0,16384.0,540647.0,173121.0,123164.0,123166.0
33.083,9.712,53.258,0.0,0.0,3.947,10698156.0,27126625.0,0.0,32768.0,535459.0,176054.0,124393.0,124389.0
31.990,9.698,54.534,0.0,0.0,3.778,10532468.0,26703815.0,0.0,28672.0,515225.0,169359.0,122516.0,122516.0
32.762,9.166,54.075,0.0,0.0,3.996,10680826.0,27080336.0,0.0,16384.0,533155.0,174870.0,124151.0,124140.0
32.119,9.566,53.500,0.0,0.0,4.815,10780298.0,27335056.0,0.0,16384.0,543303.0,178955.0,125339.0,125331.0
33.889,9.912,52.297,0.0,0.0,3.902,10919236.0,27683889.0,0.0,16384.0,563406.0,184302.0,127013.0,127013.0
32.224,9.768,54.052,0.0,0.0,3.957,10589174.0,26849454.0,0.0,16384.0,522065.0,171725.0,123125.0,123127.0
31.991,9.217,54.168,0.031,0.0,4.593,10586594.0,26846287.0,0.0,126976.0,521792.0,171791.0,123088.0,123085.0
32.187,9.877,53.361,0.0,0.0,4.576,10761568.0,27285268.0,0.0,16384.0,543174.0,178846.0,125151.0,125152.0
33.134,8.527,53.933,0.0,0.0,4.405,10639420.0,26974523.0,0.0,16384.0,528125.0,173276.0,123687.0,123678.0
32.439,9.467,54.213,0.0,0.0,3.881,10567990.0,26794705.0,0.0,16384.0,541854.0,171432.0,122885.0,122879.0
32.065,9.242,54.134,0.0,0.0,4.558,10566278.0,26792332.0,0.0,16384.0,525766.0,171649.0,122866.0,122866.0
32.731,9.379,53.485,0.0,0.0,4.404,10756384.0,27272267.0,0.0,36864.0,546673.0,179120.0,125100.0,125098.0
32.367,9.297,54.050,0.0,0.0,4.286,10651034.0,27009721.0,0.0,16384.0,528536.0,173696.0,123853.0,123852.0
32.453,9.245,53.899,0.031,0.0,4.371,10649234.0,27002246.0,0.0,20480.0,527689.0,173579.0,123800.0,123806.0
32.449,9.637,54.028,0.0,0.0,3.886,10626298.0,26942513.0,0.0,16384.0,529482.0,173823.0,123584.0,123580.0
32.253,9.565,53.829,0.0,0.0,4.353,10708130.0,27152357.0,0.0,16384.0,539153.0,177320.0,124519.0,124516.0
33.763,8.936,52.863,0.0,0.0,4.437,10825014.0,27450008.0,0.0,86016.0,550678.0,181540.0,125850.0,125847.0
34.028,9.573,52.291,0.0,0.0,4.107,11086898.0,28104205.0,0.0,28672.0,583294.0,194966.0,128907.0,128907.0
37.785,11.076,46.646,0.0,0.0,4.494,12399284.0,31439833.0,0.0,16384.0,734808.0,244784.0,144172.0,144173.0
35.796,10.223,49.745,0.0,0.032,4.204,11918480.0,30219706.0,0.0,16384.0,683744.0,231938.0,138597.0,138598.0
34.665,10.688,50.523,0.0,0.0,4.123,11691338.0,29649515.0,0.0,16384.0,654873.0,223108.0,135916.0,135909.0
37.634,10.820,46.877,0.0,0.0,4.669,12244258.0,31042634.0,0.0,24576.0,715945.0,234922.0,142428.0,142428.0
43.142,12.782,39.375,0.0,0.0,4.701,13779400.0,34936873.0,0.0,16384.0,881696.0,277246.0,160241.0,160233.0
43.067,12.812,38.946,0.0,0.0,5.176,13828902.0,35062741.0,0.0,28672.0,886804.0,278845.0,160797.0,160792.0
44.077,12.639,38.457,0.0,0.0,4.827,13874862.0,35179294.0,0.0,16384.0,893268.0,281621.0,161253.0,161249.0
43.505,13.214,38.653,0.0,0.0,4.628,13761846.0,34897902.0,0.0,20480.0,921723.0,280079.0,160060.0,160066.0
42.967,12.724,38.971,0.032,0.0,5.307,13767098.0,34908309.0,0.0,167936.0,884566.0,277288.0,160101.0,160095.0
44.537,12.725,38.014,0.0,0.0,4.724,13991440.0,35473593.0,0.0,16384.0,919566.0,288159.0,162718.0,162719.0
47.285,12.829,35.218,0.032,0.0,4.636,14457024.0,36653234.0,0.0,16384.0,984900.0,308147.0,168085.0,168082.0
46.520,12.787,35.906,0.0,0.0,4.787,14286352.0,36225909.0,0.0,28672.0,963777.0,302919.0,166099.0,166095.0
44.842,13.318,37.400,0.0,0.0,4.439,14043678.0,35607461.0,0.0,16384.0,962606.0,294134.0,163333.0,163326.0
46.258,13.522,35.912,0.0,0.0,4.308,14275434.0,36195354.0,0.0,24576.0,961529.0,301857.0,165982.0,165973.0
44.632,14.336,36.381,0.0,0.0,4.651,14278678.0,36204595.0,0.0,16384.0,965266.0,305051.0,166025.0,166035.0
44.891,13.721,36.375,0.0,0.0,5.013,14331932.0,36346214.0,0.0,16384.0,970207.0,304864.0,166575.0,166571.0
44.487,13.533,36.998,0.0,0.0,4.982,14222870.0,36057643.0,0.0,16384.0,955495.0,300999.0,165466.0,165461.0
44.270,13.515,37.689,0.0,0.0,4.526,14072750.0,35687713.0,0.0,32768.0,961901.0,298159.0,163656.0,163664.0
26.564,8.582,62.182,0.0,0.0,2.672,8531488.0,21546155.0,0.0,102400.0,559849.0,177292.0,99063.0,98621.0
0.0,0.0,100.0,0.0,0.0,0.0,890.0,0.0,0.0,0.0,94.0,103.0,6.0,0.0
0.031,0.0,99.969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,83.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,74.0,85.0,3.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0,770.0,0.0,0.0,0.0,98.0,137.0,4.0,0.0
0.0,0.031,99.969,0.0,0.0,0.0,3355.0,4372.0,0.0,28672.0,230.0,256.0,40.0,31.0
0.0,0.0,100.0,0.0,0.0,0.0,8132.0,7182.0,0.0,20480.0,472.0,477.0,95.0,76.0
0.0,0.0,100.0,0.0,0.0,0.0,8312.0,7182.0,0.0,0.0,495.0,494.0,98.0,76.0
0.0,0.0,100.0,0.0,0.0,0.0,8252.0,7182.0,0.0,0.0,538.0,530.0,97.0,76.0
